image_id,label,held_out_split,cv_test_fold
img_45bce157e144,1,test,3
img_8c9552ad5aa5,1,test,4
img_4e8d9f1f89d1,1,train,5
img_8f307721c24d,1,train,1
img_f327232a621d,1,test,4
img_e4d980473553,1,train,2
img_c646ab0e9dd9,1,train,3
img_1e4013593c20,1,val,5
img_9672dd9e80ac,1,val,1
img_16866df62cc0,1,train,5
img_5203fbb2198b,1,train,2
img_e4791fc10a21,1,train,3
img_2e697ff3f378,1,train,4
img_dbd3f5d3e80e,1,val,1
img_3d7da22cb838,1,train,2
img_b34e593eaeec,1,train,5
img_a48a4fd12f84,1,train,3
img_8c857ba2b873,1,train,4
img_305b9ade2cb4,1,train,3
img_202b9c2837a5,1,train,1
img_ff2659148467,1,val,2
img_e18124efddd5,1,train,4
img_82f4276f63c6,1,train,5
img_7bf772c46d52,1,train,1
img_024e0aaa9e76,1,train,2
img_f3ba3107a1a9,1,train,3
img_bbe0709c0ec8,1,train,4
img_acadbc66a806,1,test,5
img_5370cd48297c,1,test,1
img_c0c2c6cddc0f,1,train,2
img_9ebf9a877261,1,test,3
img_ba7fbdda8280,1,train,4
img_eb69fec5e904,1,test,5
img_9e933b92dd13,1,val,1
img_165d7f494d61,1,train,2
img_f2ff268ee81a,1,train,3
img_f63fbaaa0e87,1,train,5
img_f30734045989,1,train,4
img_b7c53135c1de,1,train,3
img_d249c6ad98b0,1,train,2
img_ea0a7435eb03,1,train,5
img_688e2593c1d2,1,train,1
img_a046a00ca227,1,train,4
img_55b3782d7c57,1,train,2
img_26abe1580914,1,train,3
img_8b056aded287,1,train,1
img_f11aad766176,1,train,5
img_29bf35d1af49,1,train,4
img_29a6b62ab8e4,1,val,1
img_9bffd420605f,1,train,2
img_e7abac26314d,1,train,3
img_c157f76066fd,1,val,4
img_57eac380a447,1,train,5
img_ed5ae76b3ee3,1,train,3
img_e221570d4b82,1,test,4
img_bb03c82b6574,1,test,5
img_4e38014ce599,1,train,1
img_b7c22263108f,1,train,2
img_ec3edd22a5ed,1,val,1
img_d890fb07c3c9,1,train,2
img_b7931ef7ddd4,1,train,3
img_00da6dabb906,1,train,4
img_2ac0cf60673e,1,train,5
img_b6975f37c29c,1,train,3
img_42d8a01a7a3a,1,train,4
img_d24233974258,1,train,1
img_bfd0bccf7c12,1,test,2
img_5bc2a80daefb,1,test,5
img_39c09d78fa05,1,val,2
img_99c7a89bde12,1,train,3
img_3cfe7a7bfa91,1,train,1
img_d204481e6e49,1,train,5
img_195be68ab09f,1,train,4
img_13fea7746fec,1,test,1
img_1b36e10a2e56,1,val,2
img_447528bc4626,1,train,3
img_f9fd84c0b113,1,train,4
img_25e5fb1bb32a,1,train,5
img_a2adf7aef70f,1,train,4
img_bdf625041118,1,train,5
img_64608c528970,1,train,1
img_f0472c03cde5,1,test,2
img_830805f8d387,1,train,3
img_c70834a2ddf0,1,train,3
img_04dca0648e0a,1,train,4
img_7f134b053ac5,1,test,5
img_9f953e4017d1,1,test,1
img_601a99d467af,1,train,2
img_7ae94accac2e,1,train,3
img_b2fba5370e33,1,train,1
img_871a4229d958,1,train,4
img_b334c43e091c,1,train,5
img_f864b12930c1,1,train,2
img_86c59fab62f9,1,test,1
img_ffedebf8fc60,1,train,2
img_a286e2b82c47,1,train,3
img_e1e16bbece84,1,val,4
img_6f4969b23e54,1,train,5
img_439d5547383e,1,train,1
img_72daddf44fe4,1,val,2
img_a94f3941b68c,1,train,3
img_6a9a8ac89923,1,train,4
img_864791af49d9,1,val,5
img_76f2b165ddec,1,val,1
img_4ea1a8ed7d89,1,train,3
img_25ebdfdc40af,1,train,2
img_ca36ca5903a7,1,val,4
img_799718d66dd0,1,train,5
img_568e411a68e6,1,train,1
img_e5b7295a3996,1,train,2
img_cde44fdeb38e,1,train,3
img_deaef7c7cf36,1,train,4
img_f368518f9dd6,1,train,5
img_c8c7301333d5,1,val,3
img_f00fff95b018,1,train,1
img_2580c3fd3757,1,train,2
img_ebe5f0d95a71,1,val,4
img_d58912c712c3,1,train,5
img_a3a508f17b3c,1,test,1
img_385cc58f7bee,1,train,3
img_29fb93ae5a00,1,train,2
img_1c9ad5633568,1,train,4
img_250dd81c1668,1,train,5
img_d72c0323a68a,1,train,2
img_0727311facf9,1,train,1
img_d42d9bdaf818,1,train,3
img_e28bc16fd6ff,1,train,5
img_ae17e7ea9285,1,val,4
img_6c4efdf4fdea,1,test,1
img_ec4c4e3e6f31,1,test,2
img_729569391e80,1,train,3
img_2b5159521d6c,1,train,5
img_1f9c84dcd543,1,val,4
img_850636affb86,1,train,1
img_eb63d7ef7519,1,test,2
img_0c8dcf8ba732,1,val,3
img_da648f09a086,1,train,4
img_35499ad039ca,1,train,5
img_d0573b34b261,1,train,4
img_9fc21ce3f065,1,train,1
img_ecbe083af995,1,train,2
img_5600bbf053b9,1,train,3
img_465a5b1abb45,1,train,5
img_3bad3ffef827,1,train,3
img_fc8263899904,1,train,4
img_a18715017373,1,test,1
img_2f2710dd15f3,1,train,2
img_3a821ead7283,1,val,5
img_d04a29f17386,1,test,3
img_77e8f0e594fa,1,val,4
img_68179d2237dd,1,train,1
img_a057990d0929,1,train,2
img_6d1e566ab411,1,val,5
img_a44f7f21fd58,1,train,3
img_e2d2120724f7,1,train,4
img_84d0e4f17142,1,val,1
img_291de33e071e,1,train,2
img_4790ab4b5d7a,1,train,5
img_ca0f165adb90,1,train,2
